scenario,execution_time,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
Get average number of queries can handle per second,00:01:00,Query vehicle plots,6689,6689,0,111,3,8,51,9,10,11,2,0,0,0,0
